city,n,median_price,r2_listing_only,r2_with_demo,r2_gain_from_demo,pct_black_coef_lr
hawaii_hawaii,33125,233.00000000000006,0.6541532124600007,0.7186053587495511,0.06445214628955043,-0.0277990394190502
clark_NV,12215,148.0,0.7634211782804441,0.7868740125870487,0.02345283430660461,0.08392449504165685
broward_FL,11719,134.00000000000003,0.7169990318627079,0.7385973170816177,0.02159828521890983,0.08102694076575173
sandiego_CA,11379,175.99999999999994,0.7163278857040498,0.7614935794076481,0.04516569370359824,-0.0012853127267813034
austin_TX,10517,135.00000000000006,0.6951127451684476,0.737114196716268,0.04200145154782042,-0.014006422929392283
nashville_TN,6633,158.0,0.6500534700973242,0.687210158396059,0.03715668829873486,-0.04008660584170775
